"ID";"BedrijfstakkenWoningen";"RegioS";"Perioden";"AantalInstallaties_1";"OpgesteldVermogenVanZonnepanelen_2"
"10547";"301000 ";"GM0090";"2017JJ00";"       .";"       ."
"10548";"301000 ";"GM0090";"2018JJ00";"      17";"     772"
"10549";"301000 ";"GM0342";"2012JJ00";"       6";"      92"
"10550";"301000 ";"GM0342";"2013JJ00";"       8";"     148"
"10551";"301000 ";"GM0342";"2014JJ00";"       8";"     148"
"10552";"301000 ";"GM0342";"2015JJ00";"       8";"     148"
"10553";"301000 ";"GM0342";"2016JJ00";"       9";"     159"
"10554";"301000 ";"GM0342";"2017JJ00";"       9";"     159"
"10555";"301000 ";"GM0342";"2018JJ00";"      10";"     164"
"10556";"301000 ";"GM0847";"2012JJ00";"       3";"     102"
"10557";"301000 ";"GM0847";"2013JJ00";"      14";"     230"
"10558";"301000 ";"GM0847";"2014JJ00";"       .";"       ."
"10559";"301000 ";"GM0847";"2015JJ00";"       .";"       ."
"10560";"301000 ";"GM0847";"2016JJ00";"      32";"    2995"
"10561";"301000 ";"GM0847";"2017JJ00";"      42";"    4065"
"10562";"301000 ";"GM0847";"2018JJ00";"       .";"       ."
"10563";"301000 ";"GM0848";"2012JJ00";"       .";"       ."
"10564";"301000 ";"GM0848";"2013JJ00";"       .";"       ."
"10565";"301000 ";"GM0848";"2014JJ00";"       .";"       ."
"10566";"301000 ";"GM0848";"2015JJ00";"       .";"       ."
"10567";"301000 ";"GM0848";"2016JJ00";"       .";"       ."
"10568";"301000 ";"GM0848";"2017JJ00";"       .";"       ."
"10569";"301000 ";"GM0848";"2018JJ00";"       .";"       ."
"10570";"301000 ";"GM0037";"2012JJ00";"       3";"      61"
"10571";"301000 ";"GM0037";"2013JJ00";"       7";"     203"
"10572";"301000 ";"GM0037";"2014JJ00";"      14";"     313"
"10573";"301000 ";"GM0037";"2015JJ00";"      23";"    1340"
"10574";"301000 ";"GM0037";"2016JJ00";"      25";"    1521"
"10575";"301000 ";"GM0037";"2017JJ00";"      28";"    1916"
"10576";"301000 ";"GM0037";"2018JJ00";"       .";"       ."
"10577";"301000 ";"GM0180";"2012JJ00";"      10";"     169"
"10578";"301000 ";"GM0180";"2013JJ00";"      26";"     523"
"10579";"301000 ";"GM0180";"2014JJ00";"      35";"     749"
"10580";"301000 ";"GM0180";"2015JJ00";"      39";"     923"
"10581";"301000 ";"GM0180";"2016JJ00";"      45";"    1050"
"10582";"301000 ";"GM0180";"2017JJ00";"      45";"    1050"
"10583";"301000 ";"GM0180";"2018JJ00";"      56";"    1624"
"10584";"301000 ";"GM0532";"2012JJ00";"       3";"      14"
"10585";"301000 ";"GM0532";"2013JJ00";"       6";"      47"
"10586";"301000 ";"GM0532";"2014JJ00";"       6";"      47"
"10587";"301000 ";"GM0532";"2015JJ00";"       6";"      47"
"10588";"301000 ";"GM0532";"2016JJ00";"       9";"     670"
"10589";"301000 ";"GM0532";"2017JJ00";"       9";"     670"
"10590";"301000 ";"GM0532";"2018JJ00";"      10";"    1171"
"10591";"301000 ";"GM0851";"2012JJ00";"      13";"     100"
"10592";"301000 ";"GM0851";"2013JJ00";"      26";"     574"
"10593";"301000 ";"GM0851";"2014JJ00";"      35";"     712"
"10594";"301000 ";"GM0851";"2015JJ00";"      46";"    1080"
"10595";"301000 ";"GM0851";"2016JJ00";"      52";"    1229"
"10596";"301000 ";"GM0851";"2017JJ00";"      59";"    1849"
"10597";"301000 ";"GM0851";"2018JJ00";"      68";"    2722"
"10598";"301000 ";"GM1708";"2012JJ00";"       .";"       ."
"10599";"301000 ";"GM1708";"2013JJ00";"      35";"     548"
"10600";"301000 ";"GM1708";"2014JJ00";"       .";"       ."
"10601";"301000 ";"GM1708";"2015JJ00";"       .";"       ."
"10602";"301000 ";"GM1708";"2016JJ00";"       .";"       ."
"10603";"301000 ";"GM1708";"2017JJ00";"       .";"       ."
"10604";"301000 ";"GM1708";"2018JJ00";"       .";"       ."
"10605";"301000 ";"GM0971";"2012JJ00";"       .";"       ."
"10606";"301000 ";"GM0971";"2013JJ00";"       .";"       ."
"10607";"301000 ";"GM0971";"2014JJ00";"       .";"       ."
"10608";"301000 ";"GM0971";"2015JJ00";"       .";"       ."
"10609";"301000 ";"GM0971";"2016JJ00";"       3";"      67"
"10610";"301000 ";"GM0971";"2017JJ00";"       3";"      67"
"10611";"301000 ";"GM0971";"2018JJ00";"       .";"       ."
"10612";"301000 ";"GM1904";"2012JJ00";"       .";"       ."
"10613";"301000 ";"GM1904";"2013JJ00";"       8";"     159"
"10614";"301000 ";"GM1904";"2014JJ00";"       .";"       ."
"10615";"301000 ";"GM1904";"2015JJ00";"      15";"     260"
"10616";"301000 ";"GM1904";"2016JJ00";"      20";"     358"
"10617";"301000 ";"GM1904";"2017JJ00";"       .";"       ."
"10618";"301000 ";"GM1904";"2018JJ00";"       .";"       ."
"10619";"301000 ";"GM0617";"2012JJ00";"       4";"      86"
"10620";"301000 ";"GM0617";"2013JJ00";"       6";"      95"
"10621";"301000 ";"GM0617";"2014JJ00";"       7";"     120"
"10622";"301000 ";"GM0617";"2015JJ00";"       7";"     120"
"10623";"301000 ";"GM0617";"2016JJ00";"       7";"     120"
"10624";"301000 ";"GM0617";"2017JJ00";"       7";"     120"
"10625";"301000 ";"GM0617";"2018JJ00";"       8";"     127"
"10626";"301000 ";"GM1900";"2012JJ00";"       .";"       ."
"10627";"301000 ";"GM1900";"2013JJ00";"       .";"       ."
"10628";"301000 ";"GM1900";"2014JJ00";"     155";"    2911"
"10629";"301000 ";"GM1900";"2015JJ00";"     190";"    4116"
"10630";"301000 ";"GM1900";"2016JJ00";"     213";"    5944"
"10631";"301000 ";"GM1900";"2017JJ00";"     229";"    7292"
"10632";"301000 ";"GM1900";"2018JJ00";"     260";"    9672"
"10633";"301000 ";"GM0715";"2012JJ00";"      15";"     103"
"10634";"301000 ";"GM0715";"2013JJ00";"      26";"     302"
"10635";"301000 ";"GM0715";"2014JJ00";"      39";"     477"
"10636";"301000 ";"GM0715";"2015JJ00";"      46";"     655"
"10637";"301000 ";"GM0715";"2016JJ00";"      58";"     826"
"10638";"301000 ";"GM0715";"2017JJ00";"      68";"     952"
"10639";"301000 ";"GM0715";"2018JJ00";"       .";"       ."
"10640";"301000 ";"GM0093";"2012JJ00";"";""
"10641";"301000 ";"GM0093";"2013JJ00";"       .";"       ."
"10642";"301000 ";"GM0093";"2014JJ00";"       .";"       ."
"10643";"301000 ";"GM0093";"2015JJ00";"       5";"     112"
"10644";"301000 ";"GM0093";"2016JJ00";"       6";"     153"
"10645";"301000 ";"GM0093";"2017JJ00";"       7";"     159"
"10646";"301000 ";"GM0093";"2018JJ00";"       8";"     170"
"10647";"301000 ";"GM0448";"2012JJ00";"       9";"     152"
"10648";"301000 ";"GM0448";"2013JJ00";"      13";"     184"
"10649";"301000 ";"GM0448";"2014JJ00";"      21";"     247"
"10650";"301000 ";"GM0448";"2015JJ00";"      25";"     352"
"10651";"301000 ";"GM0448";"2016JJ00";"       .";"       ."
"10652";"301000 ";"GM0448";"2017JJ00";"      30";"     437"
"10653";"301000 ";"GM0448";"2018JJ00";"       .";"       ."
"10654";"301000 ";"GM1525";"2012JJ00";"       .";"       ."
"10655";"301000 ";"GM1525";"2013JJ00";"       .";"       ."
"10656";"301000 ";"GM1525";"2014JJ00";"       .";"       ."
"10657";"301000 ";"GM1525";"2015JJ00";"      14";"     120"
"10658";"301000 ";"GM1525";"2016JJ00";"       .";"       ."
"10659";"301000 ";"GM1525";"2017JJ00";"      20";"     914"
"10660";"301000 ";"GM1525";"2018JJ00";"       .";"       ."
"10661";"301000 ";"GM0716";"2012JJ00";"      13";"     150"
"10662";"301000 ";"GM0716";"2013JJ00";"      22";"     289"
"10663";"301000 ";"GM0716";"2014JJ00";"      33";"     502"
"10664";"301000 ";"GM0716";"2015JJ00";"      37";"     712"
"10665";"301000 ";"GM0716";"2016JJ00";"      45";"     953"
"10666";"301000 ";"GM0716";"2017JJ00";"      57";"    1312"
"10667";"301000 ";"GM0716";"2018JJ00";"       .";"       ."
"10668";"301000 ";"GM0281";"2012JJ00";"";""
"10669";"301000 ";"GM0281";"2013JJ00";"       .";"       ."
"10670";"301000 ";"GM0281";"2014JJ00";"       5";"      91"
"10671";"301000 ";"GM0281";"2015JJ00";"      10";"     818"
"10672";"301000 ";"GM0281";"2016JJ00";"      10";"     818"
"10673";"301000 ";"GM0281";"2017JJ00";"      11";"     935"
"10674";"301000 ";"GM0281";"2018JJ00";"      12";"     962"
"10675";"301000 ";"GM0855";"2012JJ00";"       3";"     117"
"10676";"301000 ";"GM0855";"2013JJ00";"       5";"     190"
"10677";"301000 ";"GM0855";"2014JJ00";"      12";"    2996"
"10678";"301000 ";"GM0855";"2015JJ00";"      15";"    3013"
"10679";"301000 ";"GM0855";"2016JJ00";"      17";"    3208"
"10680";"301000 ";"GM0855";"2017JJ00";"      18";"    3223"
"10681";"301000 ";"GM0855";"2018JJ00";"      20";"    3503"
"10682";"301000 ";"GM0183";"2012JJ00";"      27";"     521"
"10683";"301000 ";"GM0183";"2013JJ00";"      34";"     666"
"10684";"301000 ";"GM0183";"2014JJ00";"      41";"     790"
"10685";"301000 ";"GM0183";"2015JJ00";"      57";"    1105"
"10686";"301000 ";"GM0183";"2016JJ00";"      69";"    1508"
"10687";"301000 ";"GM0183";"2017JJ00";"      73";"    1636"
"10688";"301000 ";"GM0183";"2018JJ00";"      86";"    2341"
"10689";"301000 ";"GM1700";"2012JJ00";"       7";"      88"
"10690";"301000 ";"GM1700";"2013JJ00";"      15";"     350"
"10691";"301000 ";"GM1700";"2014JJ00";"      23";"     479"
"10692";"301000 ";"GM1700";"2015JJ00";"      30";"     879"
"10693";"301000 ";"GM1700";"2016JJ00";"      32";"     944"
"10694";"301000 ";"GM1700";"2017JJ00";"      36";"    1106"
"10695";"301000 ";"GM1700";"2018JJ00";"      43";"    1458"
"10696";"301000 ";"GM1730";"2012JJ00";"       8";"     142"
"10697";"301000 ";"GM1730";"2013JJ00";"      15";"     322"
"10698";"301000 ";"GM1730";"2014JJ00";"      16";"     377"
"10699";"301000 ";"GM1730";"2015JJ00";"      20";"     445"
"10700";"301000 ";"GM1730";"2016JJ00";"      26";"     916"
"10701";"301000 ";"GM1730";"2017JJ00";"      27";"     925"
"10702";"301000 ";"GM1730";"2018JJ00";"       .";"       ."
"10703";"301000 ";"GM0737";"2012JJ00";"      21";"     220"
"10704";"301000 ";"GM0737";"2013JJ00";"      27";"     417"
"10705";"301000 ";"GM0737";"2014JJ00";"      30";"     456"
"10706";"301000 ";"GM0737";"2015JJ00";"      35";"     494"
"10707";"301000 ";"GM0737";"2016JJ00";"      41";"     810"
"10708";"301000 ";"GM0737";"2017JJ00";"       .";"       ."
"10709";"301000 ";"GM0737";"2018JJ00";"      46";"     882"
"10710";"301000 ";"GM0856";"2012JJ00";"       4";"     213"
"10711";"301000 ";"GM0856";"2013JJ00";"       .";"       ."
"10712";"301000 ";"GM0856";"2014JJ00";"       .";"       ."
"10713";"301000 ";"GM0856";"2015JJ00";"       .";"       ."
"10714";"301000 ";"GM0856";"2016JJ00";"      26";"    1251"
"10715";"301000 ";"GM0856";"2017JJ00";"       .";"       ."
"10716";"301000 ";"GM0856";"2018JJ00";"      42";"    4580"
"10717";"301000 ";"GM0450";"2012JJ00";"";""
"10718";"301000 ";"GM0450";"2013JJ00";"       .";"       ."
"10719";"301000 ";"GM0450";"2014JJ00";"       .";"       ."
"10720";"301000 ";"GM0450";"2015JJ00";"       3";"      81"
"10721";"301000 ";"GM0450";"2016JJ00";"       3";"      81"
"10722";"301000 ";"GM0450";"2017JJ00";"       4";"      87"
"10723";"301000 ";"GM0450";"2018JJ00";"       6";"     130"
"10724";"301000 ";"GM0451";"2012JJ00";"";""
"10725";"301000 ";"GM0451";"2013JJ00";"       4";"      37"
"10726";"301000 ";"GM0451";"2014JJ00";"      12";"     127"
"10727";"301000 ";"GM0451";"2015JJ00";"      13";"     131"
"10728";"301000 ";"GM0451";"2016JJ00";"      13";"     131"
"10729";"301000 ";"GM0451";"2017JJ00";"      14";"     139"
"10730";"301000 ";"GM0451";"2018JJ00";"      16";"     497"
"10731";"301000 ";"GM0184";"2012JJ00";"       .";"       ."
"10732";"301000 ";"GM0184";"2013JJ00";"       3";"      19"
"10733";"301000 ";"GM0184";"2014JJ00";"       3";"      19"
"10734";"301000 ";"GM0184";"2015JJ00";"       7";"     241"
"10735";"301000 ";"GM0184";"2016JJ00";"       7";"     241"
"10736";"301000 ";"GM0184";"2017JJ00";"       7";"     241"
"10737";"301000 ";"GM0184";"2018JJ00";"       8";"     245"
"10738";"301000 ";"GM0344";"2012JJ00";"";""
"10739";"301000 ";"GM0344";"2013JJ00";"       .";"       ."
"10740";"301000 ";"GM0344";"2014JJ00";"       5";"      81"
"10741";"301000 ";"GM0344";"2015JJ00";"       6";"     247"
"10742";"301000 ";"GM0344";"2016JJ00";"      10";"     313"
"10743";"301000 ";"GM0344";"2017JJ00";"      10";"     313"
"10744";"301000 ";"GM0344";"2018JJ00";"      18";"    2932"
"10745";"301000 ";"GM1581";"2012JJ00";"       5";"     204"
"10746";"301000 ";"GM1581";"2013JJ00";"      13";"     328"
"10747";"301000 ";"GM1581";"2014JJ00";"      15";"     340"
"10748";"301000 ";"GM1581";"2015JJ00";"      20";"     465"
"10749";"301000 ";"GM1581";"2016JJ00";"      23";"     559"
"10750";"301000 ";"GM1581";"2017JJ00";"      26";"     660"
"10751";"301000 ";"GM1581";"2018JJ00";"      28";"     681"
"10752";"301000 ";"GM0981";"2012JJ00";"";""
"10753";"301000 ";"GM0981";"2013JJ00";"";""
"10754";"301000 ";"GM0981";"2014JJ00";"       .";"       ."
"10755";"301000 ";"GM0981";"2015JJ00";"       .";"       ."
"10756";"301000 ";"GM0981";"2016JJ00";"       .";"       ."
"10757";"301000 ";"GM0981";"2017JJ00";"       .";"       ."
"10758";"301000 ";"GM0981";"2018JJ00";"       3";"      34"
"10759";"301000 ";"GM0994";"2012JJ00";"       4";"      69"
"10760";"301000 ";"GM0994";"2013JJ00";"       6";"     130"
"10761";"301000 ";"GM0994";"2014JJ00";"       6";"     130"
"10762";"301000 ";"GM0994";"2015JJ00";"       6";"     130"
"10763";"301000 ";"GM0994";"2016JJ00";"       7";"     140"
"10764";"301000 ";"GM0994";"2017JJ00";"       9";"     222"
"10765";"301000 ";"GM0994";"2018JJ00";"      11";"     234"
"10766";"301000 ";"GM0858";"2012JJ00";"";""
"10767";"301000 ";"GM0858";"2013JJ00";"";""
"10768";"301000 ";"GM0858";"2014JJ00";"";""
"10769";"301000 ";"GM0858";"2015JJ00";"       .";"       ."
"10770";"301000 ";"GM0858";"2016JJ00";"       4";"     148"
"10771";"301000 ";"GM0858";"2017JJ00";"       5";"     159"
"10772";"301000 ";"GM0858";"2018JJ00";"       .";"       ."
"10773";"301000 ";"GM0047";"2012JJ00";"       3";"     116"
"10774";"301000 ";"GM0047";"2013JJ00";"      11";"     295"
"10775";"301000 ";"GM0047";"2014JJ00";"      16";"     436"
"10776";"301000 ";"GM0047";"2015JJ00";"      18";"     483"
"10777";"301000 ";"GM0047";"2016JJ00";"       .";"       ."
"10778";"301000 ";"GM0047";"2017JJ00";"       .";"       ."
"10779";"301000 ";"GM0047";"2018JJ00";"       .";"       ."
"10780";"301000 ";"GM0345";"2012JJ00";"       .";"       ."
"10781";"301000 ";"GM0345";"2013JJ00";"       .";"       ."
"10782";"301000 ";"GM0345";"2014JJ00";"       .";"       ."
"10783";"301000 ";"GM0345";"2015JJ00";"       .";"       ."
"10784";"301000 ";"GM0345";"2016JJ00";"       .";"       ."
"10785";"301000 ";"GM0345";"2017JJ00";"       .";"       ."
"10786";"301000 ";"GM0345";"2018JJ00";"       .";"       ."
"10787";"301000 ";"GM0717";"2012JJ00";"       6";"      52"
"10788";"301000 ";"GM0717";"2013JJ00";"      30";"     615"
"10789";"301000 ";"GM0717";"2014JJ00";"      46";"     825"
"10790";"301000 ";"GM0717";"2015JJ00";"      53";"     853"
"10791";"301000 ";"GM0717";"2016JJ00";"      66";"    1078"
"10792";"301000 ";"GM0717";"2017JJ00";"      75";"    1202"
"10793";"301000 ";"GM0717";"2018JJ00";"      80";"    1350"
"10794";"301000 ";"GM0861";"2012JJ00";"       .";"       ."
"10795";"301000 ";"GM0861";"2013JJ00";"       .";"       ."
"10796";"301000 ";"GM0861";"2014JJ00";"       .";"       ."
"10797";"301000 ";"GM0861";"2015JJ00";"       .";"       ."
"10798";"301000 ";"GM0861";"2016JJ00";"       3";"      37"
"10799";"301000 ";"GM0861";"2017JJ00";"       3";"      37"
"10800";"301000 ";"GM0861";"2018JJ00";"       3";"      37"
"10801";"301000 ";"GM0453";"2012JJ00";"       .";"       ."
"10802";"301000 ";"GM0453";"2013JJ00";"       .";"       ."
"10803";"301000 ";"GM0453";"2014JJ00";"       .";"       ."
"10804";"301000 ";"GM0453";"2015JJ00";"       .";"       ."
"10805";"301000 ";"GM0453";"2016JJ00";"       .";"       ."
"10806";"301000 ";"GM0453";"2017JJ00";"       4";"     797"
"10807";"301000 ";"GM0453";"2018JJ00";"       .";"       ."
"10808";"301000 ";"GM0983";"2012JJ00";"       .";"       ."
"10809";"301000 ";"GM0983";"2013JJ00";"       9";"     235"
"10810";"301000 ";"GM0983";"2014JJ00";"       .";"       ."
"10811";"301000 ";"GM0983";"2015JJ00";"       .";"       ."
"10812";"301000 ";"GM0983";"2016JJ00";"      15";"     520"
"10813";"301000 ";"GM0983";"2017JJ00";"      19";"     544"
"10814";"301000 ";"GM0983";"2018JJ00";"      26";"     749"
"10815";"301000 ";"GM0984";"2012JJ00";"      33";"     569"
"10816";"301000 ";"GM0984";"2013JJ00";"      41";"     655"
"10817";"301000 ";"GM0984";"2014JJ00";"      46";"     738"
"10818";"301000 ";"GM0984";"2015JJ00";"      67";"    3262"
"10819";"301000 ";"GM0984";"2016JJ00";"      82";"    4614"
"10820";"301000 ";"GM0984";"2017JJ00";"      90";"    6169"
"10821";"301000 ";"GM0984";"2018JJ00";"     106";"    7894"
"10822";"301000 ";"GM0620";"2012JJ00";"       .";"       ."
"10823";"301000 ";"GM0620";"2013JJ00";"       .";"       ."
"10824";"301000 ";"GM0620";"2014JJ00";"       6";"     109"
"10825";"301000 ";"GM0620";"2015JJ00";"       6";"     109"
"10826";"301000 ";"GM0620";"2016JJ00";"       6";"     109"
"10827";"301000 ";"GM0620";"2017JJ00";"       9";"     173"
"10828";"301000 ";"GM0620";"2018JJ00";"       9";"     173"
"10829";"301000 ";"GM0622";"2012JJ00";"       .";"       ."
"10830";"301000 ";"GM0622";"2013JJ00";"       .";"       ."
"10831";"301000 ";"GM0622";"2014JJ00";"       .";"       ."
"10832";"301000 ";"GM0622";"2015JJ00";"       .";"       ."
"10833";"301000 ";"GM0622";"2016JJ00";"       .";"       ."
"10834";"301000 ";"GM0622";"2017JJ00";"       .";"       ."
"10835";"301000 ";"GM0622";"2018JJ00";"       4";"     497"
"10836";"301000 ";"GM0096";"2012JJ00";"";""
"10837";"301000 ";"GM0096";"2013JJ00";"";""
"10838";"301000 ";"GM0096";"2014JJ00";"";""
"10839";"301000 ";"GM0096";"2015JJ00";"";""
"10840";"301000 ";"GM0096";"2016JJ00";"";""
"10841";"301000 ";"GM0096";"2017JJ00";"";""
"10842";"301000 ";"GM0096";"2018JJ00";"";""
"10843";"301000 ";"GM0718";"2012JJ00";"";""
"10844";"301000 ";"GM0718";"2013JJ00";"       .";"       ."
"10845";"301000 ";"GM0718";"2014JJ00";"       .";"       ."
"10846";"301000 ";"GM0718";"2015JJ00";"       .";"       ."
"10847";"301000 ";"GM0718";"2016JJ00";"       4";"      33"
"10848";"301000 ";"GM0718";"2017JJ00";"       5";"      43"
"10849";"301000 ";"GM0718";"2018JJ00";"       6";"      47"
"10850";"301000 ";"GM0986";"2012JJ00";"       2";"      16"
"10851";"301000 ";"GM0986";"2013JJ00";"       8";"      98"
"10852";"301000 ";"GM0986";"2014JJ00";"      10";"     131"
"10853";"301000 ";"GM0986";"2015JJ00";"      14";"     169"
"10854";"301000 ";"GM0986";"2016JJ00";"      14";"     169"
"10855";"301000 ";"GM0986";"2017JJ00";"      14";"     169"
"10856";"301000 ";"GM0986";"2018JJ00";"      16";"     270"
"10857";"301000 ";"GM0626";"2012JJ00";"";""
"10858";"301000 ";"GM0626";"2013JJ00";"";""
"10859";"301000 ";"GM0626";"2014JJ00";"";""
"10860";"301000 ";"GM0626";"2015JJ00";"";""
"10861";"301000 ";"GM0626";"2016JJ00";"";""
"10862";"301000 ";"GM0626";"2017JJ00";"";""
"10863";"301000 ";"GM0626";"2018JJ00";"";""
"10864";"301000 ";"GM0285";"2012JJ00";"       5";"      45"
"10865";"301000 ";"GM0285";"2013JJ00";"      16";"     314"
"10866";"301000 ";"GM0285";"2014JJ00";"      26";"     487"
"10867";"301000 ";"GM0285";"2015JJ00";"      30";"     558"
"10868";"301000 ";"GM0285";"2016JJ00";"      37";"     622"
"10869";"301000 ";"GM0285";"2017JJ00";"      45";"     784"
"10870";"301000 ";"GM0285";"2018JJ00";"       .";"       ."
"10871";"301000 ";"GM0865";"2012JJ00";"       .";"       ."
"10872";"301000 ";"GM0865";"2013JJ00";"       .";"       ."
"10873";"301000 ";"GM0865";"2014JJ00";"       .";"       ."
"10874";"301000 ";"GM0865";"2015JJ00";"       3";"      12"
"10875";"301000 ";"GM0865";"2016JJ00";"       3";"      12"
"10876";"301000 ";"GM0865";"2017JJ00";"       3";"      12"
"10877";"301000 ";"GM0865";"2018JJ00";"       3";"      12"
"10878";"301000 ";"GM1949";"2012JJ00";"      42";"     504"
"10879";"301000 ";"GM1949";"2013JJ00";"      66";"    1078"
"10880";"301000 ";"GM1949";"2014JJ00";"      81";"    1312"
"10881";"301000 ";"GM1949";"2015JJ00";"     101";"    2155"
"10882";"301000 ";"GM1949";"2016JJ00";"     122";"    4663"
"10883";"301000 ";"GM1949";"2017JJ00";"     136";"    5850"
"10884";"301000 ";"GM1949";"2018JJ00";"     159";"    8667"
"10885";"301000 ";"GM0866";"2012JJ00";"";""
"10886";"301000 ";"GM0866";"2013JJ00";"       .";"       ."
"10887";"301000 ";"GM0866";"2014JJ00";"       .";"       ."
"10888";"301000 ";"GM0866";"2015JJ00";"       .";"       ."
"10889";"301000 ";"GM0866";"2016JJ00";"       3";"      57"
"10890";"301000 ";"GM0866";"2017JJ00";"       4";"     156"
"10891";"301000 ";"GM0866";"2018JJ00";"       8";"     194"
"10892";"301000 ";"GM0867";"2012JJ00";"";""
"10893";"301000 ";"GM0867";"2013JJ00";"       8";"     267"
"10894";"301000 ";"GM0867";"2014JJ00";"       .";"       ."
"10895";"301000 ";"GM0867";"2015JJ00";"       .";"       ."
"10896";"301000 ";"GM0867";"2016JJ00";"      13";"     623"
"10897";"301000 ";"GM0867";"2017JJ00";"      13";"     623"
"10898";"301000 ";"GM0867";"2018JJ00";"       .";"       ."
"10899";"301000 ";"GM0627";"2012JJ00";"       .";"       ."
"10900";"301000 ";"GM0627";"2013JJ00";"       4";"      34"
"10901";"301000 ";"GM0627";"2014JJ00";"       5";"      41"
"10902";"301000 ";"GM0627";"2015JJ00";"       6";"      55"
"10903";"301000 ";"GM0627";"2016JJ00";"       7";"      59"
"10904";"301000 ";"GM0627";"2017JJ00";"       8";"      64"
"10905";"301000 ";"GM0627";"2018JJ00";"       .";"       ."
"10906";"301000 ";"GM0289";"2012JJ00";"";""
"10907";"301000 ";"GM0289";"2013JJ00";"";""
"10908";"301000 ";"GM0289";"2014JJ00";"";""
"10909";"301000 ";"GM0289";"2015JJ00";"";""
"10910";"301000 ";"GM0289";"2016JJ00";"";""
"10911";"301000 ";"GM0289";"2017JJ00";"";""
"10912";"301000 ";"GM0289";"2018JJ00";"       .";"       ."
"10913";"301000 ";"GM0629";"2012JJ00";"       .";"       ."
"10914";"301000 ";"GM0629";"2013JJ00";"       3";"      66"
"10915";"301000 ";"GM0629";"2014JJ00";"       3";"      66"
"10916";"301000 ";"GM0629";"2015JJ00";"       3";"      66"
"10917";"301000 ";"GM0629";"2016JJ00";"       4";"      82"
"10918";"301000 ";"GM0629";"2017JJ00";"       5";"     123"
"10919";"301000 ";"GM0629";"2018JJ00";"       5";"     123"
"10920";"301000 ";"GM0852";"2012JJ00";"       3";"      15"
"10921";"301000 ";"GM0852";"2013JJ00";"       .";"       ."
"10922";"301000 ";"GM0852";"2014JJ00";"       9";"     135"
"10923";"301000 ";"GM0852";"2015JJ00";"       .";"       ."
"10924";"301000 ";"GM0852";"2016JJ00";"       .";"       ."
"10925";"301000 ";"GM0852";"2017JJ00";"      15";"     251"
"10926";"301000 ";"GM0852";"2018JJ00";"      20";"     568"
"10927";"301000 ";"GM0988";"2012JJ00";"       8";"     198"
"10928";"301000 ";"GM0988";"2013JJ00";"      14";"     249"
"10929";"301000 ";"GM0988";"2014JJ00";"      19";"     283"
"10930";"301000 ";"GM0988";"2015JJ00";"      28";"    1110"
"10931";"301000 ";"GM0988";"2016JJ00";"      35";"    1498"
"10932";"301000 ";"GM0988";"2017JJ00";"      40";"    2346"
"10933";"301000 ";"GM0988";"2018JJ00";"       .";"       ."
"10934";"301000 ";"GM0457";"2012JJ00";"       .";"       ."
"10935";"301000 ";"GM0457";"2013JJ00";"       .";"       ."
"10936";"301000 ";"GM0457";"2014JJ00";"       .";"       ."
"10937";"301000 ";"GM0457";"2015JJ00";"       .";"       ."
"10938";"301000 ";"GM0457";"2016JJ00";"       3";"      96"
"10939";"301000 ";"GM0457";"2017JJ00";"       3";"      96"
"10940";"301000 ";"GM0457";"2018JJ00";"       5";"     138"
"10941";"301000 ";"GM0870";"2012JJ00";"       3";"      33"
"10942";"301000 ";"GM0870";"2013JJ00";"       5";"      72"
"10943";"301000 ";"GM0870";"2014JJ00";"       7";"      81"
"10944";"301000 ";"GM0870";"2015JJ00";"      10";"     175"
"10945";"301000 ";"GM0870";"2016JJ00";"      13";"     243"
"10946";"301000 ";"GM0870";"2017JJ00";"      13";"     243"
"10947";"301000 ";"GM0870";"2018JJ00";"       .";"       ."
"10948";"301000 ";"GM0668";"2012JJ00";"       .";"       ."
"10949";"301000 ";"GM0668";"2013JJ00";"       9";"     159"
"10950";"301000 ";"GM0668";"2014JJ00";"       .";"       ."
"10951";"301000 ";"GM0668";"2015JJ00";"       .";"       ."
"10952";"301000 ";"GM0668";"2016JJ00";"      27";"    1289"
"10953";"301000 ";"GM0668";"2017JJ00";"      34";"    1613"
"10954";"301000 ";"GM0668";"2018JJ00";"      43";"    2682"
"10955";"301000 ";"GM1701";"2012JJ00";"       9";"     196"
"10956";"301000 ";"GM1701";"2013JJ00";"      16";"     493"
"10957";"301000 ";"GM1701";"2014JJ00";"      26";"     739"
"10958";"301000 ";"GM1701";"2015JJ00";"      32";"     883"
"10959";"301000 ";"GM1701";"2016JJ00";"      36";"     915"
"10960";"301000 ";"GM1701";"2017JJ00";"      43";"    1181"
"10961";"301000 ";"GM1701";"2018JJ00";"      54";"    1675"
"10962";"301000 ";"GM0293";"2012JJ00";"";""
"10963";"301000 ";"GM0293";"2013JJ00";"";""
"10964";"301000 ";"GM0293";"2014JJ00";"";""
"10965";"301000 ";"GM0293";"2015JJ00";"";""
"10966";"301000 ";"GM0293";"2016JJ00";"";""
"10967";"301000 ";"GM0293";"2017JJ00";"";""
"10968";"301000 ";"GM0293";"2018JJ00";"       .";"       ."
"10969";"301000 ";"GM1950";"2012JJ00";"      10";"     223"
"10970";"301000 ";"GM1950";"2013JJ00";"      42";"     908"
"10971";"301000 ";"GM1950";"2014JJ00";"      52";"    1073"
"10972";"301000 ";"GM1950";"2015JJ00";"      57";"    1186"
